publish_date,headline_text,cluster_num
20030221,wine and avocados drive mutton and wool off nz,7
20030221,wisla hold lazio in six goal thriller,7
20030221,woodgate told to stay away from elland road,24
20030221,workers return to work on burrup,7
20030221,youth group unhappy with appeal for carers,7
20030222,86 confirmed dead after us nightclub fire,7
20030222,act tourist attractions honoured at awards night,15
20030222,adelaide break port hearts,7
20030222,al qaeda members jailed for us uk terrorist plots,7
20030222,arafats number two outlines proposed ceasefire,7
20030222,athens risks turning into games disaster ioc,7
20030222,australia urged to abandon zimbabwe world cup match,7
20030222,black day for black caps,7
20030222,blix orders destruction of iraqi missiles,7
20030222,botched operation leaves teenager with brain damage,7
20030222,brockovich takes new cancer crusade to court,7
20030222,brogden accuses carr of fudging ambulance figures,7
20030222,brumbies pip reds at ballymore,7
20030222,cairns will play despite brawl,19
20030222,call for australian human rights act,7
20030222,canberra capitals win 2003 championship,7
20030222,capitals flames vie for wnbl title,7
20030222,captain refuses to ship wheat to iraq,25
20030222,childrens rights overlooked advocate,7
20030222,clp confident of winning lower house seat,7
20030222,coria stuns nalbandian to reach argentina semis,7
20030222,croatia launches bid for eu membership,7
20030222,crusaders begin defence with win,7
20030222,darwin police investigate attempted sex assault,3
20030222,davies webb share masters lead,7
20030222,death toll rises to 39 in us club blaze,7
20030222,deputy says iraq is ready for dialogue with us,25
20030222,despite rain govt says drought isnt over,23
20030222,donald left out of bangladesh clash,7
20030222,dumbledore replacement picked for potter film,7
20030222,eagles down dockers despite mix up,7
20030222,faldo withdraws from match play tournament,7
20030222,farina pays tribute to thomson,7
20030222,female cosmonauts keep feet on the ground,7
20030222,ferrero escude hobble out of rotterdam,7
20030222,ferreros rotterdam campaign ends in agony,7
20030222,flash flooding keeps ses busy,18
20030222,former star koen licks cats,7
20030222,fourth cup race postponed again,7
20030222,freeman splits with husband,7
20030222,french african leaders support iraq inspections,25
20030222,gebrselassie breaks two mile indoor wr,7
20030222,gebrselassie breaks wr feofanova reaches new,7
20030222,gurkhas discrimination case fails in uk court,7
20030222,hearing adjourned over prison riot,7
20030222,hip pain sidelines golf legend palmer,7
20030222,howell leads by one in california,7
20030222,hussain giles recalled for pakistan clash,7
20030222,iaea begins iran nuclear assessment,7
20030222,iraqs wheat comments political vaile,25
20030222,jackson leads caps to back to back titles,7
20030222,japan backs us campaign for fresh iraq vote,25
20030222,johnson pittman excel in canberra,7
20030222,kangaroos thump essendon hawks edge saints,7
20030222,kookaburras force dutch to draw,7
20030222,labor targets council golden handshakes,27
20030222,lara jumps to warnes defence,6
20030222,light winds delay fourth americas cup race,7
20030222,likud party still without coalition partner,22
20030222,long haul for graziers as rain breaks,23
20030222,massa test drives championship winning ferrari,7
20030222,metro recruiting women for bus driver positions,7
20030222,newcastle secures third spot,7
20030222,no confirmation of iraqi wheat order awb,7
20030222,not greece lightning but olympic work under control,7
20030222,nsw opp plans inquiry into community services,20
20030222,nt health minister calls for meeting with cwealth,0
20030222,ntini stars as bangladesh felled for 108,7
20030222,ny mayor plays down terrorist attack speculation,7
20030222,nz cricket to investigate durban nightclub brawl,19
20030222,oil price hikes may weigh on rates decision,29
20030222,one killed after us fuel barge explodes,8
20030222,pair missing after us fuel barge explodes,7
20030222,pearson routs aussie women,7
20030222,petrol price hike compared to interest rate rise,29
20030222,police coming off the beat oppn claims,3
20030222,police investigate muswellbrook death,3
20030222,police treat hunter valley death as murder,3
20030222,powell leaves japan talks now for china,8
20030222,powell starts asian tour for north korea talks,7
20030222,proteas demolish bangladesh,7
20030222,protesters afloat deliver peace message to pm,16
20030222,public less concerned with environment statistics,0
20030222,qld takes gong in aust tourism awards,15
20030222,rain brings relief for act farmers,23
20030222,rain falls on drought ravaged eastern states,23
20030222,recoba handed three match champions ban,22
20030222,results of first aids vaccine trial to be released,7
20030222,robo deer takes bullet for justice,7
20030222,roddick heads all us semis in memphis,7
20030222,saddam ponders un edict to scrap missiles,7
20030222,sad note as esteemed music educator dies,7
20030222,sa govt blocks glenelg high rise apartments,20
20030222,sampras withdraws from arizona replaced by hewitt,7
20030222,sa police closing in on schoolgirl killer,3
20030222,seaman rested for maine road visit,24
20030222,searchers fear 18 dead after china ferry sinks,8
20030222,selectors to announce warne replacement soon,6
20030222,seles to face henin hardenne in dubai final,1
20030222,shop owner on trial accused over bali bomb,7
20030222,s korea subway staff face kill charges over fire,1
20030222,smigun takes out nordic skiing world championship,7
20030222,st helens win super league season opener,10
20030222,stormers slaughter sharks,7
20030222,stuttle family welcomes travel offer,7
20030222,sunrace heads into gloomy final day,7
20030222,sun shines on rmit entry in eco car race,7
20030222,taipans stay alive cannons dodge bullets,7
20030222,tas relay to raise money for cancer council,27
20030222,teenagers stabbed in cbd fight,7
20030222,toll rises in us club fire,7
20030222,turkey poised for iraq deal with us,25
20030222,two killed in wa motorbike collision,8
20030222,uk warns of final phase in iraq stand off,6
20030222,ulster militants declare ceasefire,7
20030222,us authorities confirm 95 killed in club fire,8
20030222,us duo ensures all american semi finals,7
20030222,us nightclub fire death toll hits 39,7
20030222,us prosecutors win slave labour case in samoa,7
20030222,us stocks rise following positive iraqi comments,7
20030222,vic govt calls for volunteers in state clean up,20
20030222,wa opp says police will be taken off the beat,3
20030222,warne to appeal 12 month ban,6
20030222,weather change saves white beach shacks,7
20030222,woods remains in the hunt,7
20030222,worker electrocuted during piggery repairs,7
20030223,accused people smuggler to face darwin court,1
20030223,act will struggle with public housing demand mla,0
20030223,alice forum to discuss indigenous education issues,7
20030223,alinghi fuming at another cancellation,7
20030223,at least 14 die as bus tumbles into greece river,7
20030223,aussies arrive in zimbabwe,7
20030223,barca deportivo real shine in spain,7
20030223,bayern open 10 point gap,7
20030223,bevan not frustrated by lack of opportunities,7
20030223,blair puts case on iraq to pope,25
20030223,bradman baggy green expected to fetch 200000,22
20030223,britain to rally support for new un resolution on,21
20030223,brown claims french landing site could be tassies,7
20030223,butchers defended over beef prices,29
20030223,calls for peaceful iraqi resolution,16
20030223,cambodian pm denies political emergency,7
20030223,carpark shooting sparks adelaide manhunt,7
20030223,carr plans 200m anti drug campaign,27
20030223,cat lovers march for romes sacred strays,7
20030223,cats claw dogs,7
20030223,cats claw dogs pies swoop on blues,7
20030223,coalition launches ads ahead of election,7
20030223,colombian rebels demand rescuers back off,7
20030223,consumers wear cost of trolley loss,18
20030223,council denies revenue raising over parking fees,27
20030223,court finds man guilty of gross ingratitude,4
20030223,cricketers association says warne ban too harsh,6
20030223,csl defends acquisition investigation,14
20030223,darwin cleared to play next super 12 match,10
20030223,davies takes ladies masters,7
20030223,davison plunders record century,7
20030223,deadly fire at us rock club whos at fault,7
20030223,dems to block govts spending cut moves,20
20030223,differences see beazley stay a backbencher,7
20030223,downer expects un to back new iraq edict,25
20030223,downer pushes urgent us talks with north korea,7
20030223,downer unmoved by iraqi wheat decision,7
20030223,drought doom turns to flood gloom,18
20030223,end protest or face the axe zimbabwe players told,1
20030223,england deserves cup favouritism oneill,7
20030223,england keep grand slam dreams alive,7
20030223,england punishes disappointing pakistan,7
20030223,fake crocs scare off flamingos,7
20030223,fickle weather again holds up cup racing,7
20030223,firefighters to continue containment efforts near,7
20030223,five palestinians die in army crackdown,7
20030223,flower may play in australia report,7
20030223,forensic teams struggle to identify us club fire,7
20030223,former un ambassador criticises howard remarks,7
20030223,freeman expected to race in melbourne,7
20030223,gatecrashers blamed for violence at bali thank you,7
20030223,geelong fights for ring road funding,24
20030223,govt paper discusses preservation of adelaide,20
20030223,gunners demolish city as man u stumble,4
20030223,hampshire chairman calls for review of crickets,7
20030223,hampshire wants warne once ban is done,6
20030223,hard work steals craftsmens identities,7
20030223,hayden focusing on cricket not politics,7
20030223,henin hardenne outlasts seles in dubai thriller,7
20030223,hill stars as tigers claim charity cup,7
20030223,hockeyroos save best till last,7
20030223,hotels association to fight smoking ban,7
20030223,howell extends la lead,7
20030223,hussain hails special england performance,7
20030223,iaea says iraqi cooperation improving,7
20030223,iraqi minister says protests prompt wheat decision,7
20030223,kings regain top spot,7
20030223,lions roll swans,7
20030223,man charged after bashing nightclub door with,4
20030223,man charged over ormiston attack,4
20030223,man charged with attempted murder after stabbing,9
20030223,man fights for life after stabbing,4
20030223,man stabbed to death in melbourne brawl,4
20030223,maroney makes one last swim,7
20030223,medicare offices busier as bulk billing dips,7
20030223,mirnyi slays federer to reach rotterdam final,7
20030223,missile issue can be resolved with less pressure,7
20030223,monster surf sweeps woman to death,7
20030223,more magic from martina,7
20030223,natasha spat wont destroy us dems,7
20030223,nataus,7
20030223,newton predicted 2060 armageddon reports,7
20030223,new un resolution would give hussein days downer,7
20030223,nine killed in violence outside karachi mosque,8
20030223,nsw greens call for parties to show their hand,22
20030223,nt uni receives cwealth literacy grant,7
20030223,odriscoll captures record as ireland downs italy,7
20030223,oil and water does mix okay,21
20030223,opec pledges oil will flow despite war,7
20030223,patterson says states should make an offer,11
20030223,pearson says bureaucracy fails indigenous welfare,7
20030223,perth tigers giants notch nbl wins,7
20030223,pilot dies in ultralight plunge,7
20030223,polanski gets best director cesar for the pianist,7
20030223,police arrest pair attacked with bricks bottles,3
20030223,police search for men after shooting,3
20030223,pope urges blair to avert war,7
20030223,psg crash to defeat despite ronaldinho gem,2
20030223,rain still needed in central west qld,23
20030223,raymond defends memphis title,7
20030223,research turns spotlight on binge drinking,7
20030223,roddick wants no dent in atp crown,7
20030223,s african weapons inspectors to iraq,25
20030223,sa police investigate fatal road crash,2
20030223,searchers retrieve ultralight pilots body,7
20030223,search intensifies for missing pilot,7
20030223,search to begin for missing pilot,7
20030223,ses busy after flash floods in north west nsw,18
20030223,sharks steal glory in perth,7
20030223,sherpa plans worlds highest cyber cafe byo oxygen,27
20030223,storms whip nsw coast as northern floods steady,18
20030223,strikers rout kingz,7
20030223,strikers rout kingz united down knights,7
20030223,tail rescues struggling wa,7
20030223,tamworth flooding may cost millions,18
20030223,teacher student guidelines need modifying mp,7
20030223,teenager dies after transplant mix up,7
20030223,tendulkar blazes century in big total,7
20030223,territory on search for raw comedy talent,7
20030223,third time lucky for canberra unis brisbane campus,7
20030223,tight security to greet cricketers in zimbabwe,7
20030223,tourists cry foul over spilt milk,7
20030223,tropfest turns tarpfest but show will go on,7
20030223,turkey signals go ahead for us troops,7
20030223,tyson destroys etienne in less than a minute,7
20030223,un vote on iraq soon after march 7 powell,25
20030223,us spain draft second un resolution,7
20030223,us to put new resolution before un,7
20030223,warne appeal to delay naming of replacement,6
20030223,warne will be back pollock,6
20030223,warnings of water contamination after recent rain,26
20030223,wa struggling in one day final,7
20030223,waugh expected to play in one day final,7
20030223,waugh leads blues to one day title,7
20030223,weapons experts denounce us intelligence on iraq,25
20030223,yemen chopper crash kills eight troops,2
20030224,94 dead in china earthquake,8
20030224,academic considers indigenous culture role in,7
20030224,adelaide man charged with firearm offences,4
20030224,ajax lose ground after utrecht defeat,7
20030224,all ords jumps 33 points higher,7
20030224,alp chooses charlestown candidate,7
20030224,amino levels linked to malaria treatment research,7
20030224,anti french jokes censored broadcaster complains,7
20030224,asa welcomes court ruling on chairman,7
20030224,at least five killed in factional afghan fighting,8
20030224,awb defends grain freight spot price tendering,29
20030224,beef prices set to rise,29
20030224,bhp billiton reveals 19pc profit downturn,7
20030224,blokes peel off pants for peace,16
20030224,bomb alert delays domestic flights by philippine,7
20030224,boulami set to be banned iaaf source,7
20030224,boy almost drowns after being swept down storm,7
20030224,bradman baggy green may go on tour,22
20030224,britain concerned about reports of iraqi missiles,7
20030224,building industry set for a shake up,7
20030224,cabinet meets to balance budget priorities,0
20030224,canberra steps up tourist campaign,7
20030224,carr considers clarence battle,7
20030224,celtic still on for four trophies,7
20030224,chavez blasts media as violence continues,7
20030224,civilian killed as gunmen attack minibus in east,8
20030224,claim more than 20 diamond miners murdered in congo,7
20030224,claims of new evidence in an unsolved double murder,7
20030224,clean coal technology still years away,7
20030224,coastal grazing boom lifts property prices,29
20030224,combined approach tackles grasshoppers,7
20030224,committee to offer aged care warning,6
20030224,community bank shares trading shows little change,7
20030224,community cleans up after drenching,7
20030224,community flocks to use waste transfer station,7
20030224,conference to focus on tuna fishery,7
20030224,council hosts farewell for mp,27
20030224,council resists eba roster pressure,5
20030224,customs house restoration opened,7
20030224,dam water levels still critically low,21
20030224,death toll hits 41 during bangladeshs local,7
20030224,dent rolls roddick to take st jude title,7
20030224,deployment of troops to iraq will cost too much opp,25
20030224,double murder case may be reopened,7
20030224,downer says un must help post war iraq,25
20030224,downpour brings flash floods,18
20030224,drivers urged to take care on wet roads,24
20030224,drivers urged to watch out for wandering stock,7
20030224,drivers warned to slow down in wet,6
20030224,drought assistance will continue for farmers carr,7
20030224,drought bushfires blamed for tourism slump,17
20030224,earthquake death toll rises to 242 in china,8
20030224,earthquake death toll rises to 257,8
20030224,earthquake kills 158 in china,8
20030224,earthquake kills 158 injures thousands,8
20030224,earthquake rocks china 50 dead,8
20030224,earthquake shakes north west china,8
20030224,eco tour guide training for far north,7
20030224,ecstasy abuse in singapore drops sharply,7
20030224,egyptian parliament extends emergency laws by,7
20030224,electricity restored to majority of suburbs,7
20030224,el gerrouj fails to crack gebrselassies mark,7
20030224,emergency crews repair flood damaged homes,18
20030224,england send vaughan for scan,7
20030224,enraged vajpayee tears up nam script to lash,7
20030224,fans cash saves york for now,7
20030224,farmers hope for more rain,23
20030224,farmers slow to register dams,7
20030224,firefighters continue to contain chemical spill,7
20030224,firefighters struggle to contain bushfire,17
20030224,fire threat eases in gippsland high country,13
20030224,five figure price tag for australias oldest bottle,29
20030224,flooding leaves motorists stranded in top end,18
20030224,follow up rain needed for drought break,23
20030224,forecasters not calling end of drought yet,7
20030224,former schoolteacher found guilty of promoting,7
20030224,forum to offer council candidates a say,27
20030224,four dead after ferry sinks,7
20030224,fourth cup race postponed again,7
20030224,france continues opposition to new resolution,7
20030224,france remains opposed to a new un resolution on,7
20030224,france sinks scotland,7
20030224,funding approved for crookwell canberra link,7
20030224,funding to improve crookwell canberra road,24
20030224,future of maternity services hangs in the balance,7
20030224,gaggle of geese find new home,7
20030224,g coast ses kept busy with heavy rainfall,7
20030224,girl succumbs to road crash injuries,2
20030224,good rains fall on illawarra,23
20030224,govt denies forgetting domestic issues,20
20030224,govt promises to act on building industry report,20
20030224,hampshire in talks with wasim to replace banned,7
20030224,hard times for mining attraction,7
20030224,harness racing scratched from agricultural shows,7
20030224,hauritz replaces warne in world cup squad,6
20030224,hazelton plans orange reunion,27
20030224,heated meeting expected over ponies,0
20030224,historic homes future in doubt,7
20030224,hobart womens health centre relocated,7
20030224,hope for roads to be reopened today,24
20030224,hospital cleared in amputee compo case,7
20030224,houllier plays down monaco move,7
20030224,households get clean water assurances,21
20030224,housing poses teacher retention problems,7
20030224,in form waugh encouraged to keep playing,7
20030224,inspectors in iran find uranium enriching,7
20030224,iraq commitment to impact on health budget says,25
20030224,job prospects looking better,28
20030224,kidman picked to win best actress oscar,7
20030224,kidman scores bafta nod,7
20030224,klim to miss world championships,7
20030224,land valuations released,7
20030224,last firies return,7
20030224,lawyer concerned by guantanamo suicide attempts,7
20030224,leading music identity dies,7
20030224,liverpool crash to city sinclair lifts west ham,2
20030224,man faces committal hearing over arson charge,1
20030224,man faces court over people smuggling charges,1
20030224,man to face court on attempted murder charge,1
20030224,man u shrug off giggs transfer talk,4
20030224,marine emergency beacons used too often police,3
20030224,marine research team on the hunt for cancer cure,7
20030224,marron fines down this season,7
20030224,mayor thinks ec criteria too restrictive,7
20030224,mayor wants park plans delayed,27
20030224,methanex aust considers worker housing,7
20030224,mirnyi captures first career title,7
20030224,more rain in central qld,23
20030224,more rain on its way for se qld,23
20030224,moya downs coria to claim buenos aires open,7
20030224,murder hearing begins in bunbury court,7
20030224,murraylands to become export brand,7
20030224,naked rain dance to go ahead whatever the weather,23
20030224,new autopsy policies to be introduced in tas,7
20030224,new book explores aboriginal culture,7
20030224,newcomer norah jones shows springsteen whos boss,7
20030224,new laws proposed for the territorys rental market,7
20030224,new locum service to boost wheatbelt health,7
20030224,new public trustee ceo appointed,0
20030224,non aligned leaders say no to war in iraq,25
20030224,norah jones dont know why wins song of the year,7
20030224,north qld land valuations released,7
20030224,nsw govt promises new police unit,20
20030224,one nation preselection row resolved,7
20030224,onetel chairman must be made responsible court told,7
20030224,overseas athletes dominate coffs harbour triathlon,7
20030224,overseas athletes prove too good in coffs triathlon,7
20030224,pacific head accuses west of misusing intelligence,7
20030224,perth fire forces school evacuation,7
20030224,plane carrying afghan ministers missing over,7
20030224,police concerned over acid theft,3
20030224,police confident hunters will return today,3
20030224,police continue probe into suspicious death,3
20030224,police ethics unit to oversee fatal car crash probe,2
20030224,police may investigate allegation against red cross,3
20030224,police may reopen double murder case,3
20030224,police name rail victim,3
20030224,police officer in hospital after alleged fight,3
20030224,police recover pilots body,3
20030224,police speak out over clearance rates,3
20030224,police to investigate suspicious horse shooting,3
20030224,pope urges catholics to fast for peace,16
20030224,pop legend paul mccartney sings at first private,7
20030224,port authority chief to push for jetty boost,7
20030224,pound describes warne anti doping hysteria,6
20030224,powell begins talks with china,8
20030224,powell says iraq must be disarmed one way or,25
20030224,prawn trawling impact under the spotlight,7
20030224,probe launched into boating tragedy,17
20030224,protest meeting calls for racing funds boost,0
20030224,public input sought into falls upgrade plan,27
20030224,publisher axel springer back in the black,7
20030224,qld opposition airs river flow concerns,7
20030224,queensland teachers set to call off industrial,7
20030224,racism on the web on the increase,7
20030224,radcliffe opens season with record run,7
20030224,rain boosts water storages,26
20030224,rain brings minor flooding,23
20030224,rain doesnt help water storages,26
20030224,rain falls across hunter,23
20030224,rain may have come too late for milk producers,23
20030224,rain not expected to affect vintage,23
20030224,rain offers firefighters different tack,23
20030224,rain offers respite to some communities,23
20030224,rain prayers answered,23
20030224,rain tops up reservoir,23
20030224,rangers defender amoruso in spitting row,7
20030224,rangers keep eye on park croc,7
20030224,razorbacks stay alive kings back on top,7
20030224,real sociedad stay on top,7
20030224,reed boat captain hopes to avoid sinking feeling,24
20030224,regional aviation issues under cwealth spotlight,7
20030224,region goes from drought to flood,18
20030224,researchers looking to engage students in science,7
20030224,riverland events clash,7
20030224,road may be reopened today,24
20030224,rockhampton man still missing,4
20030224,safety authority okays qantass use of contract,7
20030224,sa govt hoping to seize profits of crime,20
20030224,school bans mobile phones,7
20030224,security tight ahead of australia zimbabwe match,7
20030224,seedorf takes a swipe at italian media after,7
20030224,ses works to fix retaining walls,7
20030224,seven killed in avalanches in tajikistan,8
20030224,sharon signs on with settlers party,22
20030224,shire still focused on tourism attraction,7
20030224,simoni preparing to win giro,7
20030224,s korea arrests subway officials over fire disaster,7
20030224,s korea arrests subway workers over fire disaster,7
20030224,s korean president makes outgoing speech,7
20030224,spanish protest against prestige disaster,7
20030224,state water under fire over flash flooding,18
20030224,submissions flow in on regional tourism,7
20030224,sub regions plan for riverina tourism,27
20030224,sudan allows uganda troops to pursue rebels,7
20030224,sudanese muslim teacher deported from fiji,7
20030224,survey highlights extended trading hours support,21
20030224,tas health authorities to join autopsy campaign,7
20030224,thailands drugs blitz claims nine year old victim,7
20030224,the humble british inn under threat,7
20030224,thorpe to taper ahead of national record bid,7
20030224,three goals in three minutes keep inter on top,7
20030224,three juveniles have charges upgraded after post,7
20030224,tourist drowns on reef,7
20030224,town green draft plan on display,22
20030224,trucker found guilty of causing drivers death,7
20030224,tyson in no rush for lewis rematch,7
20030224,unions join highway revamp push,28
20030224,vaughan doubtful for india game,7
20030224,vermeulen ready to race,7
20030224,vic govt launches firebreak probe,20
20030224,vic police investigate fatal stabbing,9
20030224,vic police killers sentenced to life in jail,3
20030224,warne may not appeal ban,6
20030224,warne no drugs cheat acb boss,6
20030224,wa set to benefit from minerals boom,7
20030224,water safety skills workshop to be held for school,21
20030224,weapons inspectors findings must be respected mbeki,7
20030224,weather conditions may spell problems for dried,7
20030224,we have hit rock bottom pakistan coach,7
20030224,weir edges howell in play off,7
20030224,wheat board confident of future iraq trade,25
20030224,wigan blasted by coach after castleford loss,7
20030224,wild weather doesnt deter anti war protesters,7
20030224,win puts eckstein on top of ironman table with,7
20030224,woman dies in car crash,2
20030224,woolworths increases half year profit,7
20030224,worlds first mass trial of aids vaccine disappoints,7
20030224,zimbabwe hoping to cause upset,7
20030224,zim churchman takes aim at aussies,7
20030225,4 million pay out for sacked ceo,18
20030225,aids organisation disappointed with vaccine result,7
20030225,air nz staff to walk off job,28
20030225,akram asked to replace warne at hampshire,6
20030225,ambos to meet over hospital crew concerns,0
20030225,amp chairman to retire early,7
20030225,annan pushes for peace in cyprus,16
20030225,atsic leader faces court over pub brawl,1
20030225,atsic to improve substandard housing,7
20030225,aussie dollar holds gains,7
20030225,aussies win womens ashes,7
20030225,australian dollar reaches two year high,7
20030225,aust to help us uk lobby security council downer,27
20030225,belgium still hoping for spa f1 race this year,24
20030225,bevan likely to move up against namibia,7
20030225,blast rocks university cafeteria in china,8
20030225,blasts rock beijing universities,7
20030225,boat owners warned of rough seas,6
20030225,bombay no longer too taxing for the stones,7
20030225,bomb blast hits southern afghan officials house,7
20030225,bomb scare sparks evacuation,7
20030225,boy swept into drain recovering in hospital,7
20030225,bracks promises more fire relief,7
20030225,business confidence bottoms out in the nt,7
20030225,business looks to closer adelaide links,7
20030225,call for legislation on customary law to be updated,7
20030225,candidate forum highlights communication as key,7
20030225,canegrowers welcome rain,23
20030225,cash assistance offered for nsw flood victims,18
20030225,celtic bring back rested stars for uefa clash,7
20030225,central qld land values rise,7
20030225,chemical spill closes hume highway,7
20030225,china dismisses latest draft resolution on iraq,25
20030225,coast begins mop up after deluge,7
20030225,collins class subs return to duty,7
20030225,columbian guerrillas seize american pows,7
20030225,concern growing over missing pilot,7
20030225,condamine river flows at last,7
20030225,cotton week to coincide with worst season,7
20030225,council hopes water efforts flushed with success,21
20030225,councillor may have to pay back compo,7
20030225,council offers land valuation rate rise assurances,27
20030225,council to audit water use,21
20030225,council to merge two jobs,27
20030225,council to work with planning dept on harbourside,27
20030225,council wont fund bus service,27
20030225,court hears evidence in arson committal,7
20030225,court to hear challenge on racial discrimination,7
20030225,court told capsicum spray used on aboriginal leader,7
20030225,crean says he matches pms determination,7
20030225,crean says malaysias pm comments are inflammatory,12
20030225,death toll in china quake rises,8
20030225,defence force jobs on hold union,28
20030225,defence upgrade jeopardised by war on terror navy,7
20030225,depressed teenager goes missing in mt gambier,7
20030225,de villiers refuses police drugs test,3
20030225,dispute continues over historic homes future,7
20030225,downer condemns north korea missile launch,7
20030225,drought assistance set to expand,7
20030225,drowned fishermen named,7
20030225,drugs kill seven million a year study,8
20030225,dumped candidate criticises labor party,22
20030225,east timor seeks help to try wiranto,28
20030225,englands thorpe i want to play again,7
20030225,ethiopias bekele eyeing another world double,7
20030225,farmers conference to discuss trade,7
20030225,farmers seek funds for vegetation plan,27
20030225,farmers welcome rain relief,23
20030225,fears aired over sugar mill jobs,28
20030225,ferguson blasts obeid over factional fighting,7
20030225,fire service urges caution to tas residents,7
20030225,five in court over beckham kidnap plot,7
20030225,floods close school roads,24
20030225,former ambassador urges us to speak to north korea,7
20030225,former police officer testifies at wa royal,3
20030225,forum calls for more water in the murray,21
20030225,four us soldiers killed in helicopter crash,2
20030225,freeman still on course for melbourne meet,0
20030225,ganguly wary of england threat,7
20030225,gold coast boy continue to fight for life after,7
20030225,gollan hits heights,7
20030225,govt gives go ahead for new brisbane cruise ship,20
20030225,govt pushes for pay rise for childcare workers,20
20030225,govt tight lipped about university reform,20
20030225,greece denies games preparations behind schedule,7
20030225,greens candidate wants forest commitments,22
20030225,greens oppose west coast wind farm,22
20030225,group considers tick clearance chemical use,7
20030225,hawks hang on to fourth place,7
20030225,heartbreakers rocker howie epstein dies aged 47,7
20030225,hemsley claims stage gollan leads,7
20030225,highway open after flash flooding,18
20030225,hodgson favourite as superbikes stutter on,7
20030225,hope for rain to boost water storages,26
20030225,hospital budget under the microscope,7
20030225,housing valuations under review,7
20030225,howard praises new resolution on iraq,25
20030225,hurst considers closest rivals,7
20030225,if bangladesh can play tests so can we kenya coach,7
20030225,injury jinx hits irelands championship hopes,24
20030225,insurance woes end shearing tradition,7
20030225,investigation into sydney rail incident,14
20030225,iraq invites delegation to confirm un cooperation,25
20030225,irrigators to highlight need to stop blame game,7
20030225,israeli army frees reuters cameraman,7
20030225,jerusalem cut off by snowfall,28
20030225,joeys opponents still unknown,7
20030225,joeys through to oceania play off,7
20030225,juve coach lippi wary of troubled man u,4
20030225,keller agrees to one year spurs extension,7
20030225,kenyan authorities seize 33 ivory tusks arrest,7
20030225,kewell in no rush to prolong stay at leeds,7
20030225,kiwis delay brawl report,19
20030225,krige to quit south africa after world cup,7
20030225,lawyers not surprised by wa corruption allegations,7
20030225,lihir announces decline in year profit,7
20030225,long to miss nrl season start,7
20030225,low sugar prices lead to lower land valuations,29
20030225,mackay gets new forensic officer,7
20030225,magnesium smelter to top 1b,7
20030225,man dies after car crash,2
20030225,man fined over drugs stolen goods charges,4
20030225,man to face court over police assault charge,9
20030225,meningitis trial focuses on infant response,7
20030225,michael jackson sues documentary maker,7
20030225,ministry of construction poorly built,7
20030225,missing pilot found safe and well,7
20030225,missing tourists found safe,7
20030225,more rain forecast for mackay,23
20030225,more rain needed to end drought,23
20030225,more than 150 face trail in vietnam,1
20030225,mugabe criticises us and british big brothers,7
20030225,natural disaster areas declared,7
20030225,natural disaster areas declared after downpour,7
20030225,new after hours medical service set to open,7
20030225,new powers for wa corruption watchdog,7
20030225,new surveillance equipment to monitor shoreline,7
20030225,new york gives no special treatment to royalty,7
20030225,n korea fires missile into sea of japan,7
20030225,n korea may launch another missile on wednesday,7
20030225,no warne no worries say confident aussies,6
20030225,nsw govt makes bulli pass pledge,20
20030225,nursing home dispute closer to resolution,7
20030225,nz says peace monitors will leave png,16
20030225,octopus learns to open shrimp jars,7
20030225,olongas omission not political streak,7
20030225,olympic champion schumann out of world indoors,7
20030225,online poll about school hours launched in tas,7
20030225,opera mourns death of baritone singer,7
20030225,opp blames population drop on public service cull,0
20030225,pilot explains emergency landing,7
20030225,pm backs new resolution on iraq,25
20030225,png election allowance dispute solved,7
20030225,png mps face misconduct charges,1
20030225,pngs former pm installed as opposition leader,7
20030225,police association speaks out over safety issues,3
20030225,police issue car break in warning,3
20030225,police name motorcycle victim,3
20030225,police raid finds cannabis plants,3
20030225,police yet to name road victim,3
20030225,pony supporters promise fight,21
20030225,pop star badly drawn boy bombs as busker,7
20030225,powell downplays north korea missile firing,7
20030225,pre selection bun fight in parramatta,7
20030225,probe clears council general manager,17
20030225,public to get better tasting water,21
20030225,qantas boss wants to rein in costs,18
20030225,qantas cabin crews threaten more industrial action,7
20030225,qantas staff return to work,7
20030225,qld govt reviewing cruise terminal plan,20
20030225,questionable land dealings in nsw to be,20
20030225,quoll to be moved from cane toad threat,7
20030225,radcliffe contemplating 10000 and marathon in,7
20030225,rain boosts tibooburra water source,26
20030225,rain continues falling across wide bay,23
20030225,rain damages wine grapes,23
20030225,rain ends kosciuszko fire drama,23
20030225,rainforests may provide effective cancer treatment,7
20030225,rain offers respite but more needed,23
20030225,rain sparks water restrictions easing,13
20030225,rain tops up regions water supplies,26
20030225,rare drug seized in raid,7
20030225,real estate institute airs land valuation concerns,7
20030225,recycling to save millions of dollars,18
20030225,reiq welcomes coast land valuations,7
20030225,restaurant saved from demolition,7
20030225,revamped computer virus spreads across the globe,7
20030225,rex to clip wings on coffs services,7
20030225,rising river isolates residents,7
20030225,roh sworn in as south korean president,7
20030225,royal commission told police trained to be corrupt,3
20030225,rubin rolls in wta return,7
20030225,rudd calls on downer to travel to north korea,7
20030225,rules for planting gm crops to be strengthened,7
20030225,sa forum to discuss murray river issues,7
20030225,saints keen for warne to lend a hand,6
20030225,saleyards sees record price for stock,29
