publish_date,headline_text,cluster_num
20030220,houllier backs owen to break rush scoring record,0
20030220,howard steps up criticism of anti war protesters,6
20030220,howard vows to stay on as pm until iraq crisis,6
20030220,hussein says iraq doesnt want war with us,6
20030220,illegal fishing hot spots identified,6
20030220,immigration raid in melbourne draws flak,6
20030220,impatience grows over water management plan,26
20030220,indy meeting likely to include rain racing talks,9
20030220,injuries threaten united finals bid,6
20030220,interest sought in building stage one of bypass,6
20030220,investigations underway into qantas skid,24
20030220,investor in planned ethanol plant laments trial,26
20030220,iran military plane crash kills 302,21
20030220,iran plane crashes with at least 250 aboard tv,6
20030220,iraqi use of human shields a war crime us,6
20030220,italy remain unchanged for ireland clash,6
20030220,kalgoorlie boulder crime rate declines,6
20030220,kayakers rescued after second day of adventure,6
20030220,kirwan sticks with winning formula for ireland,17
20030220,korean books atp date with top seed roddick,6
20030220,landholder contribution still under discussion,6
20030220,lawyers allowed to visit manus is detention centre,6
20030220,lawyers set to appeal mans sept 11 conviction,7
20030220,lawyers to review case before any esso appeal,6
20030220,lend leases posts 370 million loss,6
20030220,lethal backs nine point rule change,6
20030220,m5 airport tunnel remains closed after accident,6
20030220,macarthurs kingfisher suffers minor damage,6
20030220,man apologises for plane hijack,7
20030220,man awaits sentencing over denmark murder,7
20030220,man being questioned over qld backpacker death,7
20030220,man charged over roxby downs plane incident,7
20030220,man in hospital after stabbing attack,7
20030220,man loses defamation compo bid,7
20030220,man on murder charge refused bail,7
20030220,man to face court over alleged hijack,29
20030220,man to face court over attempted armed robbery,29
20030220,man who whacked thatcher gets 3 months jail,7
20030220,maroney calls it quits,6
20030220,medal recognises islander war efforts,6
20030220,meetings to consider glenelg river future,23
20030220,melbourne man receives massive compo payout after,7
20030220,mgladbach leave danger zone with home win,17
20030220,mine rating challenge result expected in march,6
20030220,miner exploring for nickel deposits,6
20030220,molotov cocktail suspected in melb hotel fire,6
20030220,more anti war rallies planned,26
20030220,more land for noosa national park,2
20030220,more teachers are at danger from students union,6
20030220,more than 60 detained after immigration raid,6
20030220,more women unlikely to join mens pga masters,6
20030220,mosley ready for engine compromise,6
20030220,motorists will avoid ethanol blended fuels labor,6
20030220,mud crab business on the move,11
20030220,murray meeting wouldnt detract from ministerial,6
20030220,nats seek probe bushfires probe,6
20030220,new boat takes to waterways,6
20030220,new zealand to discover kenya fate on thursday,6
20030220,no funding discussion until after nsw poll,2
20030220,no penalties for church over damaged monument,6
20030220,nsw coalition making magic pudding election,2
20030220,nt govt announces community benefit grants,6
20030220,offers roll in for classic holden,3
20030220,oil prices hit new high,6
20030220,oldfield to front court over one nation pre,6
20030220,one nation pre selection hearing continues in nsw,2
20030220,packer hands in licence as pistol investigation,6
20030220,pakistani air force chief killed in air crash,21
20030220,palaszczuk wont make disaster funds promise,5
20030220,parks move to protect high conservation areas,6
20030220,peace group denies members harassing soldiers,6
20030220,people trapped after m5 pile up,6
20030220,pilot makes emergency landing at adelaide airport,2
20030220,players continue zimbabwe protest,28
20030220,pm criticism of protesters disgraceful crean,6
20030220,pm defends criticism of anti war protesters,6
20030220,police continue probe into human remains find,28
20030220,police find second cannabis crop,4
20030220,police hope to gain an edge on weapons users,4
20030220,police locate missing family of 6 after house,4
20030220,police make arrests after drug raids,4
20030220,police seek help over pay tv piracy,4
20030220,police tax office to fight chop chop trade,4
20030220,police wont rule out link between drug plantations,4
20030220,politicians breeding publics anti troop sentiment,6
20030220,pollock denies split in proteas camp,6
20030220,population drift forces new federal boundaries,6
20030220,powell to visit asia in bid to ease nth korean,6
20030220,predictions of good wheatbelt rain,9
20030220,probe launched into fatal police pursuit,4
20030220,protesters condemn howard criticism of anti war,6
20030220,protocols were followed in immigration raids,6
20030220,public warned about snake handling dangers,8
20030220,pumping continues at richmond after flooding,28
20030220,qantas draws flak over redundancy talk,12
20030220,qantas flags job cuts despite record profit,10
20030220,qantas records 353 million profit,6
20030220,qfvg upset over retail prices,6
20030220,qld govt says new hospital on schedule,6
20030220,qld nats close to deal with libs springborg,6
20030220,racing club sneak a point in peru,6
20030220,rain boosts farmers confidence,9
20030220,rain may force aussie bowling change buchanan,9
20030220,ram raid targets newsagency,6
20030220,road funds to tackle flooding,5
20030220,ronaldo puts real back in the race,6
20030220,ruiz hat trick as guatemala rout nicaragua,6
20030220,saff to gauge feelings on planned crown lands bill,26
20030220,safin escude on rotterdam comeback trail,6
20030220,sa govt defends moves to force fine defaulters to,6
20030220,sa govt to appeal against fishing decision,6
20030220,schmeichel set to miss arsenal trip,6
20030220,school to reopen after paint fume scare,6
20030220,scotland refuse to panic,6
20030220,seaman injury crisis for arsenal,6
20030220,self cloning crayfish threatens native species,6
20030220,socceroos creep up world rankings,6
20030220,solar cars to turn heads,6
20030220,sporting task force planning begins,26
20030220,start of americas cup race four delayed,6
20030220,stone to stay on as federal liberal president,6
20030220,sun needed for good downpour,6
20030220,taipans win keeps play off dreams alive,17
20030220,tas police to question injured man about house fire,4
20030220,taxi driver to face sex trial,6
20030220,tension increases after fighter strays into sth,6
20030220,terror weapons pose minimal risk british expert,6
20030220,thousands to visit dairy field days,6
20030220,three israelis injured as hamas made rockets hit,6
20030220,tnz shuffles pack as defeat looms,6
20030220,tomasson gives milan narrow win over lokomotiv,17
20030220,tough times ahead for water allocations,22
20030220,tourism industry must be protected from iraq,6
20030220,trial hears woman denied killing fiance,21
20030220,triathletes back bris to gold coast bikeway,1
20030220,truck roll destroys furniture,6
20030220,turkey stands firm against us aid offer,3
20030220,turkey still undecided over us aid for gulf attack,6
20030220,union disunity over mccains enterprise agreement,6
20030220,un security council ends two day open debate on,27
20030220,us invited to talks with burmese military junta,12
20030220,us launches homeland security ready campaign,6
20030220,us markets remain jittery in shadow of war,6
20030220,us tells turkey time running out for aid offer,3
20030220,us to take no wto action against europe over ge,6
20030220,uzbek journalist sentenced to seven years in jail,6
20030220,verstappen pleased with new minardis track debut,6
20030220,vic govt speaks out over rice mill closure claims,6
20030220,wa fire crews battle bushfire at marangaroo,6
20030220,war talk takes toll on all ords,12
20030220,war with iraq could cost 120 billion economists,6
20030220,watkins jeered at education forum,6
20030220,wa wine destined for us,6
20030220,western power reveals power supply bid details,6
20030220,wide bay economy growing stronger,6
20030220,wine exporters urged to push ahead,1
20030220,winemakers move considered loss for tas industry,23
20030220,woman faces court over child prostitution,29
20030220,yacht loses mast in trawler incident,6
20030220,zimbabwe bars british reporter from world cup,6
20030221,accc too timid in petrol price investigations,6
20030221,action wanted to lower indigenous unemployment rate,6
20030221,aec ruling to scrap federal seat hurts us the most,6
20030221,aek shut out malaga to claim goalless draw,6
20030221,allan guilty on cash charges,6
20030221,allan unlikely to appeal fine,6
20030221,ama airs hospital reform concerns,6
20030221,ama delivers health concerns list to politicians,6
20030221,andersson atwal miss record in malaysia,6
20030221,antarctic rocks could aid global warming,6
20030221,anz confident of growth in tough environment,6
20030221,anz to pay more than 260 million to tax office,6
20030221,arab states press for war crimes condemnation of,6
20030221,at least 26 dead in us club fire,6
20030221,at least 42 injured in rhode island nightclub fire,6
20030221,aussie dollar continues its climb,28
20030221,aust could be in top four al qaeda target list,15
20030221,australia to withdraw bougainville peace monitors,6
20030221,aust share market ends week in negative territory,6
20030221,bartlett vows to block govt plans for sa nuclear,26
20030221,beattie unaware of tree clearing funds hold up,5
20030221,bedi labels murali a chucker,6
20030221,belgian police recover stolen works,4
20030221,bhp port kembla production restarts,6
20030221,big guns back to business in the premier league,11
20030221,blake paradorn upset in memphis,6
20030221,bracks backs ruling on deans 50000 a year pension,6
20030221,british govt clashes with high court over asylum,6
20030221,british pop awards will be platform for iraq,6
20030221,briton stabbed to death in bangkok,6
20030221,brothel owner acquitted of hiring underage,6
20030221,brothel owner fronts court after allegedly hiring,6
20030221,burmas suu kyi sentenced to one day jail fined,6
20030221,bushfires burn over 1m hectares,6
20030221,cairns canberra grab nbl wins,17
20030221,cairns injured in kiwi nightclub brawl,6
20030221,cairns injured in nightclub brawl report,6
20030221,call to scrap national plantation target,6
20030221,candleholders recalled as fire risk,6
20030221,carr off the hook over brogden debate pm,6
20030221,celts sink 10 man stuttgart,7
20030221,central qld park area expanded,6
20030221,centrelink to offer drought counselling,3
20030221,china to wage chemical war on chewing gum blobs,12
20030221,chirac mugabe talk on sidelines of africa summit,12
20030221,christmas island residents not aware of detention,6
20030221,claim low oil inventory causing high petrol prices,6
20030221,claims live sheep cattle exports threatening tas,6
20030221,claims more rain will boost stock prices,9
20030221,class action may cost esso 50m,6
20030221,clinton cancels trip to india,6
20030221,coalition promises to scrap anglers fee,6
20030221,committal continues into goulburn jail riot,28
20030221,costello unhappy he wasnt consulted by stone,6
20030221,council approves poultry farm,6
20030221,council awaits more rain,9
20030221,council considers indigenous caravan park plan,26
20030221,council elections planned for may,26
20030221,council rejects combined field days stand idea,27
20030221,council to change tree protection by law,6
20030221,council to fund groundwater study,5
20030221,counsel begin summing up at warnes doping hearing,24
20030221,criminal charges pending in south korea subway probe,12
20030221,crocs prove too good for bullets,6
20030221,date set for bushfires coronial inquiry,6
20030221,dean to receive lifetime parliamentary pension,6
20030221,death spells end to record marriage,6
20030221,demons thump tigers,6
20030221,deportivo cali outclass sulky river plate,6
20030221,deschamps chases old flame marseille,6
20030221,disaster funds to allow shire to complete other,5
20030221,dortmund ready to hound bayern,6
20030221,downpour closes tourist roads,5
20030221,drought impacting on roadworks,3
20030221,drought predicted to have long lasting impact,3
20030221,education dept considers rural concerns,23
20030221,family court rejects bid to invalidate transsexual,6
20030221,farmers celebrate good rain,9
20030221,fears patterson hiding bad news tas health minister,10
20030221,federal funds sought for wave studies,5
20030221,fed govt considering appeal over transsexual,23
20030221,firefighters win battle to contain beechford blaze,18
20030221,fishers to meet minister over court ruling,6
20030221,fishing group seeks action over pilchard imports,6
20030221,flight attendants action likely to affect,6
20030221,footy great gets behind indigenous rights campaign,6
20030221,former socceroos coach thomson dies,6
20030221,funeral held for cricket legend,20
20030221,funk leads elkington in california,13
20030221,gebrselassie plans world record comeback,26
20030221,g g to witness church bell hand over,6
20030221,gold coast gets us tourism assurances,1
20030221,group concerned rain brings wrong impression,9
20030221,group gets clearer understanding of farmers gm,6
20030221,guga reaches buenos aires quarters,6
20030221,health service speaks out over patient death,6
20030221,hoddle st murderer granted right to seek judicial,6
20030221,horse ride to re enact mt isa mine find,6
20030221,howard repeats zimbabwe boycott call,6
20030221,hundreds of triathletes to head for coffs,6
20030221,hungarian thief makes amends by posts,6
20030221,hyypia the hero as liverpool bounce back,6
20030221,iaea to visit iran to assess nuclear program,6
20030221,indian jailed for smuggling pakistani in suitcase,6
20030221,indian players to retrace gandhi journey,6
20030221,indonesia says australia travel warnings,8
20030221,industrial action to impact on brisbane schools,6
20030221,investigation underway into m5 pile up,24
20030221,investigator probes sa hospital staff complaints,6
20030221,jackson hits back at explosive british tv interview,6
20030221,japanese tourist drowns in gold coast surf,1
20030221,joblink issues statement over sacking,6
20030221,keegan aiming to bring arsenal down to earth,6
20030221,kenya awarded points for kiwi call off,6
20030221,kylie minogues posterior is hit of the brits,6
20030221,land council dismissed administrator appointed,2
20030221,langer named one day player of year,6
20030221,liverpool win but lazio held by krakow,17
20030221,llewellyn not impressed by patterson so show,6
20030221,longreach water restrictions to remain,22
20030221,loose cannon afridi set for pakistan against,6
20030221,lovenkrands dreaming of hampden return,6
20030221,low water sparks boat ban for lake albert,22
20030221,male dna found on body of murdered schoolgirl,6
20030221,man accused of selling bali bomb chemicals goes on,7
20030221,man appears in court charged with stuttle murder,7
20030221,man charged with stuttle murder,7
20030221,man fails to overturn conviction over 1600yo bell,7
20030221,man in hospital after receiving severe electric,7
20030221,man in hospital after stabbing,7
20030221,man jailed for fatally stabbing ex de facto,7
20030221,man jailed for life over axe murder,7
20030221,man to be re questioned over stuttle murder,7
20030221,man to face court over fatal hit and run,29
20030221,man u agreed deal with eriksson ferguson,7
20030221,man who threatened melbourne water supply bailed,7
20030221,map highlights potential river salinity problems,6
20030221,mayor angry over mural vandalism,6
20030221,mining giant calls for funding boost for native,5
20030221,montgomery enters us indoor nationals,6
20030221,more rain may delay tougher water restrictions,22
20030221,more us troops to help hunt abu sayyaf rebels,6
20030221,mp wants tank battalion rumours investigated,6
20030221,mp welcomes police station announcement,4
20030221,nardell mine closes as receiver appointed,6
20030221,nauru appeals for help to keep nations airline,6
20030221,new battle of britain looming in uefa cup,6
20030221,newcastle city notch wins stallions draw with south,17
20030221,new commercial mud crabbing restrictions planned,26
20030221,new disability respite service,6
20030221,n korea ducks nuclear talk at nam summit,12
20030221,n korea warns it wont beg for peace,8
20030221,no cost blowouts forecast for water treatment plan,26
20030221,nsw coroner clears docs over death of toddler,2
20030221,nsw graziers record heavy rainfall,2
20030221,nsw opps drug free prison plan not new amery,26
20030221,nursing home worker suspended,6
20030221,olonga sacked by his club,6
20030221,one million tickets sold for rugby world cup,6
20030221,otago open super 12 with a win,17
20030221,owners hesitant over northerlys overseas jaunt,6
20030221,pair face court over machete attack,29
20030221,palestinian killed at gaza strip crossing point,21
20030221,patterson irresponsible with no show edmond,6
20030221,patterson no show childish wa minister,6
20030221,patterson says health meeting a waste of time,6
20030221,petrol prices on the rise,19
20030221,petrol will hit 120 if war breaks out ssa,0
20030221,plan may include puckapunyal roo cull,26
20030221,planning for intersection revamp begins,26
20030221,pm accuses european countries of encouraging saddam,6
20030221,pm defends protest comments,6
20030221,pm has no choice but to stay on through iraq,6
20030221,pm praises costello over leadership patience,6
20030221,png governor general urges election unity,6
20030221,police charge man over stabbing,7
20030221,police continue investigating cannabis crops,28
20030221,police stations face uncertainty,4
20030221,powell calls on un to uphold responsibilities over,6
20030221,push likely to seek more aged care workers,1
20030221,push to extend fraser is world heritage listing,1
20030221,qantas plane makes emergency landing,2
20030221,qantas says it has no info as prime terrorist,6
20030221,qantas urged to update security in shadow of,6
20030221,qld govt rejects land acquisition claims,2
20030221,racv not surprised by petrol rationing talk,12
20030221,rail firm to assess workers needs,6
20030221,rain brings stock losses,9
20030221,rain causes chaos on melbourne roads,9
20030221,rain expected to continue across act,9
20030221,rainfall likely to clear on weekend,6
20030221,rain in nsw a welcome relief but drought not over,3
20030221,rain not enough to be drought breaking,3
20030221,rain offers water supply boost,22
20030221,rejuvenated tyson cured by cash injection,6
20030221,residents get fire assurances,6
20030221,retail sector airs trading hours review concerns,6
20030221,romario jeered teams brawl as fluminense held,16
20030221,round the world in no forget it,6
20030221,ruddock commends australias traveller controls,6
20030221,salinity experts map water catchments,22
20030221,sa nt to lose seats in federal parliament,6
20030221,sas soldier charged with misconduct while in e,6
20030221,schumacher seeks more speed from less noise,6
20030221,seaman set for ajax match,6
20030221,search for better life pays off,6
20030221,second us nightclub fire kills 10,21
20030221,senators offer input into coast issues,3
20030221,several dead in fire at rhode island nightclub,6
20030221,shire says planning policy not compromised,26
20030221,slapping paedophile to have arm amputated,6
20030221,state territory health ministers arrive for meeting,6
20030221,stolen wage report looks to improve indigenous,6
20030221,strike expected to mean milk shortages,16
20030221,strike may disrupt nsw milk supply,2
20030221,study considers alternative crops for sugar regions,23
20030221,study to probe snowy motorcycle crashes,6
20030221,teachers shortage set to get worse report,6
20030221,team mates send best wishes to warne,8
20030221,telstra chief embarrassed with 1 billion writedown,6
20030221,telstra punished after massive hong kong write down,6
20030221,telstra still hurting from hk joint venture,6
20030221,thieves target esperance cars,6
20030221,timor sea treaty will be ratfied shortly martin,6
20030221,troubled torino praying for a miracle,6
20030221,tuckey laments gungahlin drive planning problems,26
20030221,turkey delays vote on us troops,6
20030221,turkey digs heels in us lobbies for support for,14
20030221,turkey forces us to weigh up strategies,6
20030221,union condemns qantass contract labour plan,26
20030221,us asks indonesia to improve human rights record,6
20030221,us boost troop numbers in philippines,6
20030221,us chiropractor to address gold coast gathering,1
20030221,us intelligence analyst found guilty of spying,6
20030221,usq researchers prepare for move,6
20030221,valencia sense victory in benitez vs benitez,6
20030221,vic govt gets farmers drought update,3
20030221,victorian farmers hope rain will break drought,3
20030221,victoria welcomes rain relief,9
20030221,vinnicombe rejects mps freeway claims,6
20030221,waratahs go down in super 12 opener,25
20030221,war impact on exercise unknown,6
20030221,warne decision to be made saturday,8
20030221,warne dope hearing underway,24
20030221,williams and mclaren plan to take fia to court,26
